Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-05-11,Transaction at Uber,4964.83,Transport,Net Banking,New York,Credit Card,Credit,ATM,INR,Service,No,Sunday,May,Afternoon
2025-03-31,Transaction at Disney+,4658.61,Entertainment,Debit Card,Chicago,Salary,Debit,Desktop,INR,Online Store,No,Monday,March,Night
2025-09-23,Transaction at Samsung,2561.41,Electronics,UPI,Boston,Savings,Credit,Mobile,INR,Retail,Yes,Tuesday,September,Afternoon
2025-10-31,Transaction at Nike,4158.92,Clothing,Credit Card,Boston,Credit Card,Debit,ATM,INR,Subscription,No,Friday,October,Morning
2025-09-21,Transaction at Walmart,3604.54,Grocery,Net Banking,Houston,Credit Card,Credit,Mobile,INR,Online Store,Yes,Sunday,September,Afternoon
2025-05-16,Transaction at Amazon Prime,186.05,Entertainment,Cash,Boston,Savings,Credit,Mobile,INR,Subscription,Yes,Friday,May,Evening
2025-02-25,Transaction at Target,1666.23,Grocery,Cash,Boston,Current,Debit,Desktop,INR,Restaurant,Yes,Tuesday,February,Night
2025-03-13,Transaction at Dell,1603.66,Electronics,Debit Card,New York,Credit Card,Credit,Mobile,INR,Service,No,Thursday,March,Night
2025-08-03,Transaction at Nike,2003.64,Clothing,Net Banking,Houston,Current,Credit,Mobile,INR,Retail,No,Sunday,August,Evening
2025-10-12,Transaction at Samsung,4431.22,Electronics,Debit Card,New York,Current,Debit,Mobile,INR,Retail,No,Sunday,October,Afternoon
2025-11-23,Transaction at Levis,2549.61,Clothing,Net Banking,Chicago,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,November,Afternoon
2025-10-11,Transaction at RedBus,2129.75,Transport,Debit Card,New York,Credit Card,Credit,ATM,INR,Restaurant,Yes,Saturday,October,Afternoon
2025-10-17,Transaction at Zara,4207.52,Clothing,Cash,Boston,Current,Credit,Mobile,INR,Online Store,No,Friday,October,Night
2025-07-31,Transaction at Samsung,4289.24,Electronics,Debit Card,Houston,Savings,Debit,Mobile,INR,Online Store,No,Thursday,July,Afternoon
2025-10-30,Transaction at Nike,4606.76,Clothing,Cash,Los Angeles,Salary,Credit,POS Terminal,INR,Online Store,No,Thursday,October,Night
2025-11-12,Transaction at Disney+,2769.69,Entertainment,Net Banking,Los Angeles,Salary,Credit,Mobile,INR,Service,No,Wednesday,November,Morning
2025-10-18,Transaction at H&M,4060.21,Clothing,Credit Card,New York,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,October,Night
2025-01-07,Transaction at Amazon Prime,2817.93,Entertainment,Cash,Los Angeles,Current,Credit,ATM,INR,Service,No,Tuesday,January,Night
2025-08-06,Transaction at Samsung,2761.06,Electronics,Cash,Chicago,Credit Card,Credit,ATM,INR,Retail,No,Wednesday,August,Afternoon
2025-07-20,Transaction at Spotify,1393.08,Entertainment,Credit Card,New York,Savings,Credit,Mobile,INR,Restaurant,Yes,Sunday,July,Evening
2025-10-14,Transaction at Lyft,223.51,Transport,Debit Card,Los Angeles,Savings,Debit,Desktop,INR,Subscription,No,Tuesday,October,Night
2025-10-12,Transaction at H&M,2610.43,Clothing,UPI,Los Angeles,Salary,Credit,Desktop,INR,Service,Yes,Sunday,October,Night
2025-07-23,Transaction at Adidas,2927.82,Clothing,Debit Card,Los Angeles,Current,Credit,ATM,INR,Online Store,No,Wednesday,July,Evening
2025-08-16,Transaction at Metro,4052.08,Transport,Cash,Houston,Current,Debit,Mobile,INR,Service,Yes,Saturday,August,Afternoon
2025-04-23,Transaction at Apple,93.36,Electronics,Credit Card,Los Angeles,Savings,Credit,POS Terminal,INR,Restaurant,No,Wednesday,April,Evening
2025-08-12,Transaction at YouTube Premium,2627.74,Entertainment,Debit Card,New York,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,August,Morning
2025-11-15,Transaction at Starbucks,2638.82,Food,Debit Card,San Francisco,Credit Card,Credit,ATM,INR,Subscription,Yes,Saturday,November,Night
2025-05-14,Transaction at Nike,2378.79,Clothing,Cash,New York,Savings,Credit,POS Terminal,INR,Service,Yes,Wednesday,May,Afternoon
2025-08-19,Transaction at Amazon Prime,3223.94,Entertainment,Debit Card,San Francisco,Savings,Debit,ATM,INR,Retail,Yes,Tuesday,August,Night
2025-07-24,Transaction at Spotify,3283.52,Entertainment,Debit Card,Boston,Savings,Credit,Desktop,INR,Service,Yes,Thursday,July,Evening
2025-04-13,Transaction at Spotify,3437.21,Entertainment,Credit Card,Chicago,Salary,Credit,Mobile,INR,Subscription,No,Sunday,April,Night
2025-03-30,Transaction at Apple,1779.55,Electronics,Credit Card,Los Angeles,Savings,Credit,Desktop,INR,Online Store,No,Sunday,March,Afternoon
2025-10-17,Transaction at H&M,4284.77,Clothing,Net Banking,Houston,Current,Debit,POS Terminal,INR,Retail,No,Friday,October,Night
2025-10-15,Transaction at Starbucks,1979.58,Food,Debit Card,Houston,Savings,Debit,POS Terminal,INR,Online Store,No,Wednesday,October,Afternoon
2025-03-26,Transaction at Metro,1666.62,Transport,UPI,Houston,Current,Credit,POS Terminal,INR,Retail,Yes,Wednesday,March,Evening
2025-10-30,Transaction at Lyft,145.28,Transport,Debit Card,New York,Savings,Debit,Desktop,INR,Service,Yes,Thursday,October,Afternoon
2025-05-16,Transaction at H&M,2539.0,Clothing,Credit Card,San Francisco,Current,Credit,Desktop,INR,Service,Yes,Friday,May,Morning
2025-04-24,Transaction at Samsung,887.94,Electronics,UPI,Los Angeles,Savings,Credit,ATM,INR,Restaurant,Yes,Thursday,April,Evening
2025-08-28,Transaction at Sony,3133.97,Electronics,Debit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Subscription,Yes,Thursday,August,Evening
2025-04-08,Transaction at YouTube Premium,1106.94,Entertainment,Credit Card,Houston,Current,Credit,ATM,INR,Retail,Yes,Tuesday,April,Afternoon
2025-10-12,Transaction at Subway,1770.51,Food,Net Banking,Chicago,Current,Credit,POS Terminal,INR,Subscription,No,Sunday,October,Afternoon
2025-04-30,Transaction at Spotify,469.87,Entertainment,UPI,San Francisco,Credit Card,Debit,Desktop,INR,Subscription,Yes,Wednesday,April,Night
2025-06-06,Transaction at Zara,2335.2,Clothing,Credit Card,Houston,Current,Credit,ATM,INR,Service,Yes,Friday,June,Afternoon
2025-03-30,Transaction at Spotify,1591.65,Entertainment,Debit Card,Boston,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,March,Evening
2025-07-07,Transaction at BigBazaar,647.89,Grocery,Net Banking,Houston,Savings,Debit,Desktop,INR,Service,Yes,Monday,July,Evening
2025-05-04,Transaction at Metro,1459.02,Transport,Cash,San Francisco,Current,Credit,POS Terminal,INR,Subscription,Yes,Sunday,May,Afternoon
2025-07-05,Transaction at Ola,3721.98,Transport,UPI,San Francisco,Salary,Debit,ATM,INR,Subscription,No,Saturday,July,Evening
2025-03-05,Transaction at Walmart,3885.77,Grocery,UPI,Boston,Current,Debit,Mobile,INR,Service,Yes,Wednesday,March,Morning
2025-06-01,Transaction at YouTube Premium,3274.69,Entertainment,Cash,Boston,Savings,Credit,ATM,INR,Service,Yes,Sunday,June,Morning
2025-01-04,Transaction at McDonalds,2691.96,Food,Net Banking,Los Angeles,Credit Card,Credit,Desktop,INR,Restaurant,No,Saturday,January,Night
2025-03-21,Transaction at Nike,3246.42,Clothing,Credit Card,Houston,Salary,Credit,Mobile,INR,Online Store,No,Friday,March,Night
2025-10-05,Transaction at Sony,4600.43,Electronics,Net Banking,New York,Savings,Credit,Desktop,INR,Restaurant,No,Sunday,October,Morning
2025-11-14,Transaction at Spotify,2965.84,Entertainment,Debit Card,Boston,Salary,Credit,Mobile,INR,Retail,No,Friday,November,Evening
2025-06-28,Transaction at Adidas,2956.03,Clothing,Credit Card,Chicago,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,June,Evening
2025-09-12,Transaction at Dell,2473.79,Electronics,Debit Card,Chicago,Salary,Credit,ATM,INR,Online Store,Yes,Friday,September,Afternoon
2025-02-10,Transaction at Tesco,4325.67,Grocery,Debit Card,Houston,Current,Debit,Mobile,INR,Online Store,Yes,Monday,February,Morning
2025-04-02,Transaction at Dominos,2892.03,Food,Net Banking,Los Angeles,Credit Card,Debit,ATM,INR,Service,Yes,Wednesday,April,Evening
2025-12-04,Transaction at Target,1927.09,Grocery,Debit Card,New York,Salary,Debit,ATM,INR,Restaurant,Yes,Thursday,December,Evening
2025-09-18,Transaction at Adidas,2196.15,Clothing,Net Banking,Houston,Current,Debit,Desktop,INR,Retail,Yes,Thursday,September,Afternoon
2025-03-15,Transaction at Subway,1428.95,Food,Debit Card,San Francisco,Current,Credit,Desktop,INR,Restaurant,No,Saturday,March,Morning
2025-04-29,Transaction at Target,2980.56,Grocery,Net Banking,Boston,Credit Card,Debit,ATM,INR,Online Store,No,Tuesday,April,Morning
2025-07-30,Transaction at Walmart,3423.74,Grocery,Debit Card,Chicago,Savings,Credit,ATM,INR,Service,No,Wednesday,July,Morning
2025-03-20,Transaction at Levis,611.66,Clothing,Cash,Los Angeles,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,March,Afternoon
2025-09-08,Transaction at HP,3330.52,Electronics,Net Banking,Boston,Credit Card,Credit,POS Terminal,INR,Online Store,No,Monday,September,Afternoon
2025-02-05,Transaction at Netflix,3838.2,Entertainment,Debit Card,Chicago,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,February,Morning
2025-01-17,Transaction at Sony,3303.35,Electronics,Debit Card,New York,Credit Card,Debit,ATM,INR,Service,No,Friday,January,Night
2025-12-11,Transaction at Levis,4787.13,Clothing,Net Banking,Los Angeles,Current,Credit,Desktop,INR,Service,No,Thursday,December,Afternoon
2025-03-21,Transaction at Tesco,1905.45,Grocery,Credit Card,Los Angeles,Savings,Debit,Mobile,INR,Retail,No,Friday,March,Night
2025-01-14,Transaction at RedBus,4739.58,Transport,Net Banking,Los Angeles,Current,Debit,Mobile,INR,Restaurant,Yes,Tuesday,January,Morning
2025-12-28,Transaction at H&M,3561.73,Clothing,Credit Card,San Francisco,Savings,Debit,ATM,INR,Retail,Yes,Sunday,December,Evening
2025-02-26,Transaction at Disney+,4249.18,Entertainment,Cash,Los Angeles,Savings,Debit,Desktop,INR,Subscription,No,Wednesday,February,Afternoon
2025-01-08,Transaction at HP,4348.34,Electronics,Credit Card,Los Angeles,Salary,Debit,ATM,INR,Subscription,Yes,Wednesday,January,Morning
2025-04-23,Transaction at YouTube Premium,2748.86,Entertainment,Cash,Chicago,Credit Card,Debit,POS Terminal,INR,Subscription,No,Wednesday,April,Night
2025-11-07,Transaction at Nike,667.5,Clothing,UPI,Chicago,Savings,Credit,Mobile,INR,Subscription,Yes,Friday,November,Morning
2025-06-07,Transaction at HP,2860.56,Electronics,Credit Card,Houston,Current,Credit,Mobile,INR,Service,Yes,Saturday,June,Afternoon
2025-09-13,Transaction at HP,3343.17,Electronics,Debit Card,Los Angeles,Credit Card,Debit,ATM,INR,Service,Yes,Saturday,September,Morning
2025-03-05,Transaction at Netflix,3014.58,Entertainment,Cash,New York,Current,Debit,Mobile,INR,Online Store,Yes,Wednesday,March,Night
2025-05-08,Transaction at Tesco,2547.0,Grocery,UPI,Houston,Savings,Debit,Mobile,INR,Service,Yes,Thursday,May,Night
2025-01-20,Transaction at Starbucks,4737.2,Food,Cash,Boston,Salary,Credit,POS Terminal,INR,Subscription,Yes,Monday,January,Night
2025-08-25,Transaction at Nike,4472.91,Clothing,Debit Card,Chicago,Credit Card,Credit,POS Terminal,INR,Service,Yes,Monday,August,Evening
2025-08-06,Transaction at HP,2136.7,Electronics,Debit Card,Houston,Salary,Credit,Mobile,INR,Online Store,Yes,Wednesday,August,Afternoon
2025-11-16,Transaction at HP,4894.22,Electronics,UPI,Houston,Credit Card,Credit,Desktop,INR,Retail,Yes,Sunday,November,Afternoon
2025-08-01,Transaction at McDonalds,817.93,Food,Cash,Boston,Salary,Credit,Desktop,INR,Retail,Yes,Friday,August,Afternoon
2025-04-30,Transaction at BigBazaar,3480.5,Grocery,UPI,Houston,Credit Card,Debit,ATM,INR,Restaurant,Yes,Wednesday,April,Morning
2025-12-04,Transaction at Dell,2594.49,Electronics,UPI,Chicago,Credit Card,Debit,ATM,INR,Retail,Yes,Thursday,December,Morning
2025-02-09,Transaction at Spotify,3823.03,Entertainment,Cash,New York,Salary,Debit,Mobile,INR,Service,Yes,Sunday,February,Night
2025-02-19,Transaction at H&M,3864.43,Clothing,Cash,Boston,Current,Credit,Mobile,INR,Restaurant,No,Wednesday,February,Morning
2025-03-13,Transaction at H&M,3545.7,Clothing,Debit Card,Los Angeles,Salary,Credit,Mobile,INR,Retail,Yes,Thursday,March,Night
2025-01-17,Transaction at Disney+,3552.46,Entertainment,Credit Card,San Francisco,Savings,Credit,Mobile,INR,Retail,No,Friday,January,Afternoon
2025-09-24,Transaction at Disney+,1956.25,Entertainment,Net Banking,New York,Credit Card,Credit,ATM,INR,Service,Yes,Wednesday,September,Evening
2025-07-01,Transaction at Sony,2093.95,Electronics,Cash,Chicago,Savings,Debit,Mobile,INR,Retail,Yes,Tuesday,July,Morning
2025-04-12,Transaction at Amazon Prime,3269.42,Entertainment,Net Banking,Houston,Salary,Credit,ATM,INR,Service,No,Saturday,April,Morning
2025-07-08,Transaction at Dell,719.08,Electronics,Cash,Chicago,Credit Card,Credit,ATM,INR,Retail,Yes,Tuesday,July,Morning
2025-08-03,Transaction at Disney+,2626.58,Entertainment,Net Banking,Chicago,Salary,Credit,Mobile,INR,Subscription,Yes,Sunday,August,Morning
2025-01-03,Transaction at Spotify,947.66,Entertainment,UPI,Boston,Current,Debit,Desktop,INR,Service,No,Friday,January,Afternoon
2025-05-22,Transaction at Disney+,920.19,Entertainment,Credit Card,San Francisco,Savings,Debit,Desktop,INR,Restaurant,Yes,Thursday,May,Morning
2025-07-24,Transaction at McDonalds,3820.76,Food,Cash,Los Angeles,Current,Debit,POS Terminal,INR,Service,No,Thursday,July,Night
2025-03-11,Transaction at KFC,4098.0,Food,Debit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Online Store,No,Tuesday,March,Morning
2025-09-17,Transaction at Walmart,748.38,Grocery,Credit Card,San Francisco,Savings,Credit,Desktop,INR,Service,No,Wednesday,September,Night
2025-11-03,Transaction at Sony,861.67,Electronics,Credit Card,San Francisco,Credit Card,Debit,POS Terminal,INR,Retail,No,Monday,November,Evening
2025-01-02,Transaction at Costco,2313.17,Grocery,Debit Card,San Francisco,Savings,Debit,POS Terminal,INR,Online Store,No,Thursday,January,Afternoon
2025-12-18,Transaction at BigBazaar,3307.89,Grocery,Debit Card,New York,Credit Card,Debit,ATM,INR,Restaurant,No,Thursday,December,Morning
2025-03-24,Transaction at Starbucks,917.7,Food,Cash,San Francisco,Current,Debit,Mobile,INR,Restaurant,Yes,Monday,March,Evening
2025-07-13,Transaction at Target,1902.36,Grocery,UPI,Chicago,Credit Card,Debit,Desktop,INR,Subscription,Yes,Sunday,July,Night
2025-04-27,Transaction at Dell,130.25,Electronics,UPI,New York,Savings,Credit,ATM,INR,Service,Yes,Sunday,April,Night
2025-12-21,Transaction at Dell,1624.65,Electronics,Cash,Los Angeles,Credit Card,Debit,ATM,INR,Subscription,Yes,Sunday,December,Morning
2025-04-07,Transaction at H&M,2137.29,Clothing,UPI,Los Angeles,Salary,Debit,Desktop,INR,Service,No,Monday,April,Afternoon
2025-07-26,Transaction at HP,959.25,Electronics,Credit Card,Los Angeles,Current,Credit,POS Terminal,INR,Subscription,Yes,Saturday,July,Night
2025-10-23,Transaction at Samsung,4203.52,Electronics,Net Banking,New York,Credit Card,Credit,Desktop,INR,Service,Yes,Thursday,October,Afternoon
2025-10-01,Transaction at Sony,671.6,Electronics,Cash,Houston,Current,Credit,POS Terminal,INR,Subscription,No,Wednesday,October,Evening
2025-05-30,Transaction at HP,1884.07,Electronics,Debit Card,Boston,Salary,Credit,POS Terminal,INR,Subscription,No,Friday,May,Morning
2025-01-23,Transaction at Zara,733.78,Clothing,UPI,Chicago,Credit Card,Credit,Mobile,INR,Restaurant,No,Thursday,January,Morning
2025-02-09,Transaction at Adidas,1025.06,Clothing,Net Banking,Boston,Credit Card,Debit,ATM,INR,Service,No,Sunday,February,Afternoon
2025-03-17,Transaction at RedBus,2434.67,Transport,Net Banking,New York,Current,Credit,Desktop,INR,Restaurant,No,Monday,March,Evening
2025-04-16,Transaction at Tesco,912.07,Grocery,UPI,Houston,Salary,Credit,Desktop,INR,Service,No,Wednesday,April,Night
2025-12-27,Transaction at Netflix,1535.55,Entertainment,Net Banking,Chicago,Salary,Credit,Mobile,INR,Service,Yes,Saturday,December,Afternoon
2025-10-17,Transaction at KFC,434.68,Food,Debit Card,Chicago,Credit Card,Credit,Desktop,INR,Restaurant,No,Friday,October,Evening
2025-07-31,Transaction at HP,4513.31,Electronics,Net Banking,Houston,Salary,Credit,Desktop,INR,Online Store,Yes,Thursday,July,Morning
2025-04-03,Transaction at Metro,4551.3,Transport,Cash,Los Angeles,Savings,Credit,Mobile,INR,Restaurant,No,Thursday,April,Afternoon
2025-03-29,Transaction at Spotify,2515.49,Entertainment,UPI,Houston,Savings,Credit,POS Terminal,INR,Restaurant,No,Saturday,March,Evening
2025-05-25,Transaction at Sony,1255.67,Electronics,Cash,Chicago,Current,Credit,POS Terminal,INR,Online Store,Yes,Sunday,May,Morning
2025-08-19,Transaction at Samsung,3813.59,Electronics,Debit Card,Chicago,Current,Debit,ATM,INR,Service,No,Tuesday,August,Evening
2025-08-05,Transaction at Uber,3729.64,Transport,Cash,Boston,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,August,Afternoon
2025-04-09,Transaction at BigBazaar,499.3,Grocery,Net Banking,Boston,Salary,Debit,Mobile,INR,Online Store,Yes,Wednesday,April,Evening
2025-07-19,Transaction at Netflix,75.6,Entertainment,Credit Card,Boston,Current,Debit,ATM,INR,Online Store,No,Saturday,July,Night
2025-11-05,Transaction at Costco,1914.18,Grocery,Net Banking,Los Angeles,Current,Credit,POS Terminal,INR,Subscription,No,Wednesday,November,Afternoon
2025-09-21,Transaction at McDonalds,4977.27,Food,Cash,New York,Current,Credit,Mobile,INR,Subscription,Yes,Sunday,September,Afternoon
2025-03-19,Transaction at Dominos,1356.79,Food,Debit Card,New York,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,March,Night
2025-08-24,Transaction at Costco,954.44,Grocery,UPI,Chicago,Credit Card,Credit,Mobile,INR,Retail,Yes,Sunday,August,Afternoon
2025-07-18,Transaction at Uber,1895.87,Transport,Cash,Los Angeles,Current,Debit,Desktop,INR,Retail,No,Friday,July,Evening
2025-01-13,Transaction at Dominos,1097.35,Food,Credit Card,Los Angeles,Salary,Credit,Mobile,INR,Service,Yes,Monday,January,Evening
2025-01-09,Transaction at Nike,3124.68,Clothing,Net Banking,Boston,Current,Debit,POS Terminal,INR,Service,No,Thursday,January,Night
2025-06-28,Transaction at HP,4043.09,Electronics,Credit Card,Chicago,Credit Card,Credit,Desktop,INR,Restaurant,No,Saturday,June,Evening
2025-08-23,Transaction at Amazon Prime,4425.39,Entertainment,Net Banking,Houston,Credit Card,Credit,ATM,INR,Online Store,No,Saturday,August,Afternoon
2025-04-08,Transaction at Sony,3159.07,Electronics,Cash,Houston,Credit Card,Credit,Desktop,INR,Subscription,No,Tuesday,April,Afternoon
2025-05-07,Transaction at Costco,2246.2,Grocery,UPI,Chicago,Current,Debit,Desktop,INR,Online Store,Yes,Wednesday,May,Morning
2025-08-19,Transaction at Metro,1071.01,Transport,Credit Card,Los Angeles,Savings,Credit,ATM,INR,Retail,Yes,Tuesday,August,Afternoon
2025-05-16,Transaction at McDonalds,2677.34,Food,Net Banking,Boston,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,May,Morning
2025-10-16,Transaction at BigBazaar,1000.51,Grocery,Debit Card,New York,Salary,Debit,Desktop,INR,Online Store,No,Thursday,October,Evening
2025-01-05,Transaction at Starbucks,2632.23,Food,UPI,Chicago,Salary,Debit,ATM,INR,Restaurant,Yes,Sunday,January,Morning
2025-02-18,Transaction at H&M,2870.49,Clothing,Credit Card,Houston,Salary,Debit,Mobile,INR,Retail,No,Tuesday,February,Afternoon
2025-03-20,Transaction at Adidas,312.86,Clothing,Debit Card,New York,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Thursday,March,Morning
2025-04-24,Transaction at Starbucks,2417.45,Food,Cash,San Francisco,Credit Card,Credit,Desktop,INR,Retail,No,Thursday,April,Evening
2025-10-05,Transaction at Zara,2568.16,Clothing,Credit Card,San Francisco,Salary,Debit,Desktop,INR,Retail,No,Sunday,October,Evening
