Date,Description,Amount,Category,PaymentMethod,MerchantType,Month
10-05-2025,Lyft,4974.81,Transport,Net Banking,Retail,May
02-09-2025,H&M,3665.62,Clothing,Credit Card,Restaurant,September
26-05-2025,Subway,4886.58,Food,Credit Card,Online Store,May
08-09-2025,HP,814.91,Electronics,Debit Card,Service,September
22-05-2025,Sony,3037.44,Electronics,UPI,Online Store,May
17-07-2025,Nike,198.58,Clothing,UPI,Restaurant,July
13-01-2025,Ola,1379.31,Transport,Debit Card,Retail,January
04-03-2025,Ola,826.45,Transport,Net Banking,Restaurant,March
19-03-2025,Netflix,4673.75,Entertainment,UPI,Subscription,March
17-06-2025,Samsung,1643.14,Electronics,UPI,Restaurant,June
02-03-2025,McDonalds,2446.8,Food,Cash,Online Store,March
16-06-2025,Subway,3353.47,Food,UPI,Restaurant,June
30-10-2025,Lyft,71.09,Transport,Debit Card,Retail,October
16-05-2025,YouTube Premium,1020.66,Entertainment,Debit Card,Subscription,May
30-09-2025,Amazon Prime,3571.34,Entertainment,Net Banking,Subscription,September
23-09-2025,Adidas,2705.48,Clothing,Cash,Online Store,September
20-10-2025,Samsung,3069.96,Electronics,Credit Card,Restaurant,October
20-02-2025,Costco,4266.53,Grocery,UPI,Restaurant,February
02-04-2025,Sony,4976.89,Electronics,Credit Card,Service,April
23-11-2025,Amazon Prime,4408.75,Entertainment,Debit Card,Subscription,November
30-07-2025,Dominos,1869.63,Food,Debit Card,Subscription,July
19-08-2025,Disney+,1047.96,Entertainment,UPI,Subscription,August
19-12-2025,Nike,1700.1,Clothing,Cash,Retail,December
25-06-2025,Dominos,1178.41,Food,Credit Card,Subscription,June
27-05-2025,Starbucks,2689.13,Food,UPI,Service,May
07-08-2025,Walmart,4240.95,Grocery,Debit Card,Restaurant,August
11-09-2025,Dell,428.48,Electronics,Credit Card,Retail,September
07-08-2025,Ola,3119.11,Transport,Debit Card,Subscription,August
25-03-2025,H&M,1704.28,Clothing,Credit Card,Subscription,March
16-02-2025,Sony,3397.99,Electronics,Credit Card,Retail,February
23-12-2025,Uber,2102.06,Transport,Cash,Subscription,December
04-10-2025,Tesco,3009.94,Grocery,Net Banking,Retail,October
24-06-2025,Dominos,1121.58,Food,Credit Card,Restaurant,June
24-04-2025,Uber,1174.49,Transport,Cash,Online Store,April
03-06-2025,Starbucks,1894.87,Food,Cash,Service,June
19-02-2025,Uber,3069.73,Transport,Cash,Restaurant,February
30-09-2025,Zara,3362.59,Clothing,UPI,Subscription,September
11-07-2025,BigBazaar,676.71,Grocery,UPI,Retail,July
21-06-2025,Disney+,3269.01,Entertainment,Cash,Online Store,June
19-06-2025,Metro,2764.59,Transport,Net Banking,Subscription,June
04-05-2025,Costco,2386.44,Grocery,Credit Card,Service,May
25-09-2025,Netflix,3453.24,Entertainment,Net Banking,Online Store,September
08-08-2025,Metro,4187,Transport,Net Banking,Subscription,August
08-01-2025,Nike,188.19,Clothing,UPI,Retail,January
12-06-2025,Nike,468.4,Clothing,UPI,Online Store,June
19-12-2025,Sony,4546.16,Electronics,Net Banking,Online Store,December
09-10-2025,Samsung,3718.78,Electronics,Credit Card,Retail,October
06-11-2025,YouTube Premium,1850.06,Entertainment,Net Banking,Subscription,November
19-06-2025,Zara,2852.23,Clothing,Cash,Retail,June
11-01-2025,Subway,875.8,Food,Net Banking,Restaurant,January
22-07-2025,Sony,2003.14,Electronics,Net Banking,Restaurant,July
21-12-2025,Dell,4977.92,Electronics,Cash,Subscription,December
26-12-2025,HP,1750.12,Electronics,Cash,Online Store,December
28-06-2025,Apple,2489.96,Electronics,Credit Card,Restaurant,June
28-05-2025,Costco,1520.12,Grocery,Net Banking,Restaurant,May
27-09-2025,Nike,294.71,Clothing,Debit Card,Service,September
25-09-2025,Target,3008.8,Grocery,UPI,Service,September
29-07-2025,Apple,3606.54,Electronics,Net Banking,Retail,July
16-06-2025,Ola,3994.24,Transport,Debit Card,Online Store,June
23-04-2025,KFC,2135.75,Food,Cash,Retail,April
20-10-2025,Nike,3731.58,Clothing,UPI,Online Store,October
17-07-2025,Disney+,308.53,Entertainment,Credit Card,Restaurant,July
30-06-2025,KFC,2735.46,Food,Cash,Retail,June
04-11-2025,Dell,1805.1,Electronics,Debit Card,Retail,November
06-09-2025,Adidas,155.88,Clothing,UPI,Restaurant,September
05-05-2025,Spotify,1741.44,Entertainment,Cash,Subscription,May
04-03-2025,Nike,149.25,Clothing,Debit Card,Restaurant,March
15-02-2025,Netflix,731.54,Entertainment,Credit Card,Subscription,February
10-06-2025,Lyft,3732.56,Transport,Cash,Service,June
20-03-2025,HP,2041.92,Electronics,Cash,Online Store,March
02-10-2025,Walmart,444.86,Grocery,Debit Card,Subscription,October
04-09-2025,Walmart,1172.93,Grocery,Net Banking,Retail,September
15-11-2025,Adidas,2930.44,Clothing,UPI,Restaurant,November
31-01-2025,Disney+,1924.52,Entertainment,Cash,Subscription,January
17-11-2025,Nike,228.83,Clothing,Net Banking,Restaurant,November
01-11-2025,Walmart,197.83,Grocery,Net Banking,Retail,November
30-01-2025,Lyft,1987.26,Transport,Credit Card,Restaurant,January
02-09-2025,H&M,878.74,Clothing,Net Banking,Subscription,September
24-12-2025,Spotify,1737.3,Entertainment,Debit Card,Restaurant,December
06-06-2025,Levis,2950.41,Clothing,UPI,Online Store,June
29-04-2025,Levis,4292.31,Clothing,Net Banking,Service,April
03-05-2025,Costco,4476.05,Grocery,Net Banking,Retail,May
05-01-2025,Ola,880.49,Transport,UPI,Subscription,January
09-06-2025,Nike,3362.1,Clothing,Net Banking,Subscription,June
06-06-2025,McDonalds,2209.67,Food,Debit Card,Subscription,June
23-05-2025,Netflix,2607.7,Entertainment,Cash,Retail,May
24-02-2025,Amazon Prime,4598.31,Entertainment,Debit Card,Subscription,February
10-04-2025,BigBazaar,2425.25,Grocery,Debit Card,Retail,April
16-03-2025,HP,927.7,Electronics,Cash,Service,March
09-11-2025,Starbucks,1047.81,Food,Net Banking,Service,November
18-10-2025,Samsung,4659.87,Electronics,Cash,Retail,October
07-03-2025,Levis,177.36,Clothing,Debit Card,Retail,March
09-12-2025,BigBazaar,2580.58,Grocery,Cash,Subscription,December
10-05-2025,Netflix,3531.63,Entertainment,UPI,Restaurant,May
22-04-2025,Costco,637.84,Grocery,UPI,Online Store,April
12-03-2025,Levis,749.46,Clothing,Net Banking,Retail,March
10-09-2025,HP,4570.4,Electronics,UPI,Restaurant,September
30-10-2025,Ola,3139.52,Transport,Cash,Online Store,October
20-03-2025,Netflix,4462.08,Entertainment,Net Banking,Service,March
27-06-2025,Starbucks,1740.26,Food,UPI,Retail,June
31-12-2025,KFC,1445.99,Food,Debit Card,Service,December
30-09-2025,Dell,3182.36,Electronics,Cash,Service,September
16-01-2025,Disney+,884.78,Entertainment,Debit Card,Online Store,January
03-12-2025,Netflix,2486.79,Entertainment,Debit Card,Online Store,December
11-10-2025,H&M,4161.23,Clothing,Cash,Retail,October
03-08-2025,Uber,2361.75,Transport,Cash,Subscription,August
14-09-2025,Ola,228.01,Transport,Net Banking,Service,September
15-03-2025,HP,319.34,Electronics,Cash,Service,March
24-05-2025,RedBus,4616.13,Transport,UPI,Retail,May
20-03-2025,McDonalds,1307.49,Food,Cash,Subscription,March
11-12-2025,Sony,1841.16,Electronics,Cash,Retail,December
06-07-2025,RedBus,586.61,Transport,Cash,Service,July
14-02-2025,Sony,2674.28,Electronics,UPI,Subscription,February
02-05-2025,KFC,770.24,Food,Cash,Restaurant,May
24-01-2025,Target,217.46,Grocery,UPI,Service,January
30-01-2025,Nike,2652.48,Clothing,UPI,Online Store,January
04-04-2025,Spotify,1143.54,Entertainment,Debit Card,Subscription,April
15-04-2025,BigBazaar,1332.38,Grocery,Cash,Service,April
31-12-2025,McDonalds,54.79,Food,Cash,Service,December
22-08-2025,Starbucks,2213.29,Food,UPI,Retail,August
24-05-2025,KFC,4877.8,Food,Cash,Subscription,May
28-12-2025,Levis,2028.3,Clothing,Net Banking,Retail,December
09-06-2025,Levis,4720.06,Clothing,Net Banking,Retail,June
19-10-2025,BigBazaar,4461.61,Grocery,Credit Card,Retail,October
08-01-2025,Tesco,4166.71,Grocery,Cash,Restaurant,January
27-08-2025,Amazon Prime,595.47,Entertainment,Cash,Retail,August
02-07-2025,Subway,4546.75,Food,Cash,Retail,July
14-04-2025,KFC,2586.45,Food,Debit Card,Online Store,April
05-10-2025,Target,1790.51,Grocery,Credit Card,Subscription,October
30-03-2025,Uber,3584.92,Transport,Cash,Restaurant,March
17-09-2025,Walmart,230.73,Grocery,Net Banking,Restaurant,September
19-07-2025,Zara,4995.56,Clothing,Net Banking,Restaurant,July
12-03-2025,Apple,448.72,Electronics,Debit Card,Service,March
22-09-2025,Uber,10.81,Transport,Credit Card,Restaurant,September
20-10-2025,Netflix,894.13,Entertainment,Debit Card,Retail,October
18-02-2025,Ola,2623.27,Transport,Cash,Service,February
25-11-2025,KFC,1700.56,Food,Cash,Retail,November
31-01-2025,YouTube Premium,4305.09,Entertainment,Net Banking,Retail,January
20-12-2025,Lyft,2041.32,Transport,UPI,Retail,December
23-04-2025,Ola,123.33,Transport,Credit Card,Online Store,April
29-06-2025,Dell,822.69,Electronics,Cash,Restaurant,June
30-01-2025,Dell,1780.17,Electronics,Debit Card,Subscription,January
02-04-2025,YouTube Premium,1808.53,Entertainment,Net Banking,Subscription,April
02-10-2025,Uber,1092.7,Transport,UPI,Online Store,October
31-08-2025,Dell,3320.79,Electronics,Debit Card,Restaurant,August
03-01-2025,Dominos,2820.49,Food,Debit Card,Online Store,January
16-03-2025,Tesco,2742.84,Grocery,Debit Card,Retail,March
22-05-2025,HP,3365.11,Electronics,UPI,Service,May
20-12-2025,YouTube Premium,4599.7,Entertainment,Cash,Restaurant,December
20-11-2025,KFC,4889.87,Food,Cash,Service,November
08-08-2025,Samsung,2660.52,Electronics,Net Banking,Service,August
17-10-2025,Costco,4154.53,Grocery,UPI,Restaurant,October
07-12-2025,Metro,3688.38,Transport,Credit Card,Online Store,December
08-06-2025,Netflix,2317.53,Entertainment,UPI,Service,June
18-12-2025,Samsung,3790.5,Electronics,Cash,Service,December
22-12-2025,KFC,4299.99,Food,Credit Card,Retail,December
29-04-2025,Lyft,3284.33,Transport,UPI,Online Store,April
07-08-2025,Uber,2089.41,Transport,Debit Card,Retail,August
13-12-2025,Zara,3641.73,Clothing,Credit Card,Online Store,December
26-06-2025,Samsung,3313.15,Electronics,Net Banking,Online Store,June
06-10-2025,Costco,3716.87,Grocery,Net Banking,Restaurant,October
07-02-2025,Apple,802.9,Electronics,Debit Card,Subscription,February
11-02-2025,Dell,3966.78,Electronics,Credit Card,Retail,February
26-06-2025,Zara,167.18,Clothing,Cash,Retail,June
04-11-2025,Amazon Prime,2164.49,Entertainment,UPI,Subscription,November
01-01-2025,Nike,3665.93,Clothing,Credit Card,Subscription,January
19-11-2025,McDonalds,2237.86,Food,Credit Card,Subscription,November
17-06-2025,Amazon Prime,1469.28,Entertainment,Net Banking,Online Store,June
13-10-2025,Nike,66.75,Clothing,Cash,Restaurant,October
06-06-2025,Nike,4492.36,Clothing,UPI,Subscription,June
14-06-2025,Tesco,1321.61,Grocery,Credit Card,Service,June
28-04-2025,Disney+,3067.31,Entertainment,Cash,Subscription,April
19-10-2025,Zara,3113.16,Clothing,Credit Card,Service,October
17-09-2025,HP,1530.15,Electronics,Debit Card,Service,September
08-01-2025,Nike,3351.57,Clothing,Credit Card,Retail,January
06-05-2025,Uber,3681.15,Transport,Credit Card,Restaurant,May
26-09-2025,Subway,287.7,Food,UPI,Retail,September
23-03-2025,Apple,1692.21,Electronics,Net Banking,Subscription,March
06-07-2025,YouTube Premium,1181.62,Entertainment,Credit Card,Subscription,July
22-07-2025,RedBus,3444.82,Transport,Cash,Retail,July
13-09-2025,YouTube Premium,1809.71,Entertainment,Debit Card,Restaurant,September
06-02-2025,Lyft,2862.79,Transport,Debit Card,Subscription,February
09-08-2025,Dominos,273.66,Food,Net Banking,Retail,August
12-04-2025,Nike,1732.28,Clothing,UPI,Retail,April
31-03-2025,Metro,403.84,Transport,UPI,Online Store,March
04-01-2025,HP,1057.01,Electronics,Cash,Service,January
13-01-2025,Amazon Prime,2807.72,Entertainment,Credit Card,Retail,January
14-10-2025,Spotify,3877.07,Entertainment,Cash,Online Store,October
04-01-2025,YouTube Premium,4583.56,Entertainment,Cash,Subscription,January
21-11-2025,Walmart,1756.95,Grocery,Credit Card,Subscription,November
22-05-2025,Amazon Prime,3471.94,Entertainment,Net Banking,Subscription,May
12-10-2025,Lyft,4530.31,Transport,Cash,Subscription,October
26-06-2025,Dominos,2982.61,Food,Credit Card,Subscription,June
19-04-2025,Adidas,466.4,Clothing,Net Banking,Retail,April
25-07-2025,YouTube Premium,3944.69,Entertainment,Cash,Subscription,July
01-09-2025,Netflix,1273.07,Entertainment,Cash,Online Store,September
30-09-2025,Apple,1233.74,Electronics,Cash,Retail,September
05-08-2025,Adidas,3568.09,Clothing,Credit Card,Subscription,August
30-01-2025,Adidas,3009.81,Clothing,UPI,Restaurant,January
22-05-2025,Walmart,3766.32,Grocery,Net Banking,Subscription,May
09-08-2025,Zara,1304.65,Clothing,Debit Card,Retail,August
24-09-2025,Nike,2114.97,Clothing,Credit Card,Service,September
05-04-2025,Subway,3969.7,Food,Cash,Restaurant,April
10-09-2025,Metro,2274.2,Transport,Cash,Subscription,September
09-06-2025,Dell,608.47,Electronics,Debit Card,Online Store,June
14-04-2025,Adidas,4542.28,Clothing,UPI,Subscription,April
05-02-2025,Walmart,3560.18,Grocery,Net Banking,Retail,February
25-06-2025,Starbucks,2220.06,Food,UPI,Subscription,June
30-10-2025,McDonalds,152.68,Food,Debit Card,Subscription,October
02-02-2025,Apple,967.16,Electronics,Net Banking,Service,February
30-11-2025,Apple,4601.09,Electronics,Net Banking,Service,November
02-11-2025,Walmart,1224.15,Grocery,Net Banking,Restaurant,November
19-04-2025,BigBazaar,2481.91,Grocery,Net Banking,Online Store,April
04-11-2025,Costco,1004.46,Grocery,Debit Card,Subscription,November
27-07-2025,Sony,3078.44,Electronics,Debit Card,Subscription,July
05-12-2025,Walmart,248.96,Grocery,UPI,Service,December
28-04-2025,Walmart,1392.55,Grocery,Debit Card,Service,April
19-11-2025,Apple,4684.81,Electronics,Debit Card,Service,November
05-06-2025,Spotify,782.59,Entertainment,Debit Card,Retail,June
25-03-2025,RedBus,2755.89,Transport,UPI,Subscription,March
17-01-2025,YouTube Premium,72.25,Entertainment,Debit Card,Retail,January
26-01-2025,Uber,822.67,Transport,Cash,Subscription,January
04-03-2025,Dominos,2507.46,Food,UPI,Subscription,March
23-02-2025,McDonalds,2343.11,Food,UPI,Restaurant,February
22-10-2025,Metro,2669.84,Transport,Debit Card,Subscription,October
16-10-2025,Amazon Prime,2554.32,Entertainment,UPI,Restaurant,October
13-03-2025,Subway,2031.55,Food,Credit Card,Service,March
29-12-2025,Netflix,515.2,Entertainment,Net Banking,Subscription,December
26-06-2025,Apple,90.56,Electronics,Cash,Online Store,June
03-09-2025,Zara,4518.65,Clothing,Credit Card,Restaurant,September
04-10-2025,H&M,1048.73,Clothing,Debit Card,Retail,October
20-11-2025,Ola,618.2,Transport,Debit Card,Restaurant,November
26-11-2025,Dell,1846.61,Electronics,UPI,Restaurant,November
15-04-2025,Costco,2318.85,Grocery,Debit Card,Service,April
29-04-2025,Netflix,1290.27,Entertainment,Debit Card,Online Store,April
21-08-2025,Adidas,974.03,Clothing,Credit Card,Restaurant,August
20-10-2025,Amazon Prime,251.27,Entertainment,Debit Card,Online Store,October
27-10-2025,Subway,1580.93,Food,Cash,Online Store,October
21-07-2025,Disney+,350.45,Entertainment,UPI,Restaurant,July
11-04-2025,YouTube Premium,4269.65,Entertainment,Cash,Online Store,April
04-02-2025,Uber,2690.05,Transport,Cash,Subscription,February
04-11-2025,Adidas,4011.12,Clothing,Credit Card,Restaurant,November
18-05-2025,Subway,260.48,Food,Credit Card,Subscription,May
07-08-2025,Levis,1502.1,Clothing,Credit Card,Restaurant,August
19-11-2025,Disney+,1062.86,Entertainment,UPI,Subscription,November
02-09-2025,Nike,1447.14,Clothing,Cash,Restaurant,September
16-08-2025,Walmart,437.13,Grocery,Net Banking,Service,August
03-08-2025,Sony,4871.35,Electronics,Debit Card,Service,August
15-12-2025,Netflix,3014.94,Entertainment,Net Banking,Online Store,December
10-08-2025,Nike,2237.48,Clothing,Net Banking,Retail,August
06-11-2025,Levis,3445.52,Clothing,Net Banking,Online Store,November
17-06-2025,HP,1441.64,Electronics,UPI,Restaurant,June
20-10-2025,BigBazaar,3871.22,Grocery,Net Banking,Subscription,October
03-01-2025,Uber,2384.5,Transport,Debit Card,Retail,January
03-05-2025,KFC,682.04,Food,Cash,Online Store,May
19-09-2025,Uber,4356.19,Transport,Debit Card,Restaurant,September
26-05-2025,Dell,4423.98,Electronics,Debit Card,Online Store,May
07-08-2025,Dominos,2951.37,Food,UPI,Online Store,August
20-07-2025,H&M,3937.58,Clothing,Credit Card,Subscription,July
14-02-2025,Spotify,781.65,Entertainment,Net Banking,Online Store,February
16-12-2025,Lyft,4326.63,Transport,Net Banking,Retail,December
02-01-2025,Sony,2312.95,Electronics,Credit Card,Online Store,January
02-09-2025,Nike,2396.17,Clothing,Net Banking,Restaurant,September
01-07-2025,Target,3110.28,Grocery,Debit Card,Subscription,July
16-11-2025,Tesco,1353.6,Grocery,Credit Card,Subscription,November
24-04-2025,KFC,1316.43,Food,Cash,Restaurant,April
10-12-2025,Tesco,667.55,Grocery,UPI,Online Store,December
11-05-2025,Metro,2326.83,Transport,Credit Card,Subscription,May
05-06-2025,Apple,3827.56,Electronics,Net Banking,Subscription,June
23-04-2025,Uber,4766.97,Transport,Credit Card,Service,April
15-03-2025,Nike,2097.45,Clothing,Credit Card,Subscription,March
03-06-2025,BigBazaar,4287.19,Grocery,Credit Card,Online Store,June
07-09-2025,Costco,1414.75,Grocery,Debit Card,Retail,September
09-05-2025,Amazon Prime,111.76,Entertainment,Cash,Service,May
09-10-2025,KFC,453.36,Food,UPI,Restaurant,October
14-06-2025,Ola,74.84,Transport,Cash,Service,June
09-06-2025,Costco,3952.61,Grocery,Debit Card,Online Store,June
01-01-2025,KFC,4062.47,Food,UPI,Subscription,January
03-08-2025,RedBus,1301.5,Transport,Net Banking,Restaurant,August
23-09-2025,McDonalds,2632.23,Food,Credit Card,Subscription,September
24-04-2025,Starbucks,3019.26,Food,UPI,Service,April
19-10-2025,HP,1698.15,Electronics,UPI,Subscription,October
19-06-2025,Dell,2915.98,Electronics,UPI,Subscription,June
18-07-2025,Amazon Prime,3698.65,Entertainment,Debit Card,Restaurant,July
23-06-2025,Uber,2862.36,Transport,Credit Card,Subscription,June
31-01-2025,Dell,357.33,Electronics,Credit Card,Restaurant,January
10-09-2025,McDonalds,2772.31,Food,Net Banking,Service,September
06-07-2025,RedBus,3055.24,Transport,Cash,Subscription,July
23-11-2025,Starbucks,990.91,Food,Debit Card,Retail,November
02-11-2025,McDonalds,911.39,Food,Credit Card,Subscription,November
17-06-2025,Dominos,2266.14,Food,Credit Card,Retail,June
20-01-2025,Sony,2998.82,Electronics,Cash,Subscription,January
29-01-2025,H&M,4281.2,Clothing,Net Banking,Subscription,January
12-08-2025,Levis,3356.33,Clothing,Cash,Online Store,August
22-06-2025,Adidas,3456.77,Clothing,Net Banking,Restaurant,June
17-05-2025,Sony,2798.25,Electronics,Debit Card,Online Store,May
